BCC
1.0
21.213203 	36.742346 	0.000000
42.426406 	0.000000 	0.000000
0.000000 	0.000000 	5.196152
600 
Direct
0.000000 	0.000000 	0.000000
0.000000 	0.500000 	0.000000
0.100000 	0.000000 	0.000000
0.100000 	0.500000 	0.000000
0.200000 	0.000000 	0.000000
0.200000 	0.500000 	0.000000
0.300000 	0.000000 	0.000000
0.300000 	0.500000 	0.000000
0.400000 	0.000000 	0.000000
0.400000 	0.500000 	0.000000
0.500000 	0.000000 	0.000000
0.500000 	0.500000 	0.000000
0.600000 	0.000000 	0.000000
0.600000 	0.500000 	0.000000
0.700000 	0.000000 	0.000000
0.700000 	0.500000 	0.000000
0.800000 	0.000000 	0.000000
0.800000 	0.500000 	0.000000
0.900000 	0.000000 	0.000000
0.900000 	0.500000 	0.000000
0.000000 	0.100000 	0.000000
0.000000 	0.600000 	0.000000
0.100000 	0.100000 	0.000000
0.100000 	0.600000 	0.000000
0.200000 	0.100000 	0.000000
0.200000 	0.600000 	0.000000
0.300000 	0.100000 	0.000000
0.300000 	0.600000 	0.000000
0.400000 	0.100000 	0.000000
0.400000 	0.600000 	0.000000
0.500000 	0.100000 	0.000000
0.500000 	0.600000 	0.000000
0.600000 	0.100000 	0.000000
0.600000 	0.600000 	0.000000
0.700000 	0.100000 	0.000000
0.700000 	0.600000 	0.000000
0.800000 	0.100000 	0.000000
0.800000 	0.600000 	0.000000
0.900000 	0.100000 	0.000000
0.900000 	0.600000 	0.000000
0.000000 	0.200000 	0.000000
0.000000 	0.700000 	0.000000
0.100000 	0.200000 	0.000000
0.100000 	0.700000 	0.000000
0.200000 	0.200000 	0.000000
0.200000 	0.700000 	0.000000
0.300000 	0.200000 	0.000000
0.300000 	0.700000 	0.000000
0.400000 	0.200000 	0.000000
0.400000 	0.700000 	0.000000
0.500000 	0.200000 	0.000000
0.500000 	0.700000 	0.000000
0.600000 	0.200000 	0.000000
0.600000 	0.700000 	0.000000
0.700000 	0.200000 	0.000000
0.700000 	0.700000 	0.000000
0.800000 	0.200000 	0.000000
0.800000 	0.700000 	0.000000
0.900000 	0.200000 	0.000000
0.900000 	0.700000 	0.000000
0.000000 	0.300000 	0.000000
0.000000 	0.800000 	0.000000
0.100000 	0.300000 	0.000000
0.100000 	0.800000 	0.000000
0.200000 	0.300000 	0.000000
0.200000 	0.800000 	0.000000
0.300000 	0.300000 	0.000000
0.300000 	0.800000 	0.000000
0.400000 	0.300000 	0.000000
0.400000 	0.800000 	0.000000
0.500000 	0.300000 	0.000000
0.500000 	0.800000 	0.000000
0.600000 	0.300000 	0.000000
0.600000 	0.800000 	0.000000
0.700000 	0.300000 	0.000000
0.700000 	0.800000 	0.000000
0.800000 	0.300000 	0.000000
0.800000 	0.800000 	0.000000
0.900000 	0.300000 	0.000000
0.900000 	0.800000 	0.000000
0.000000 	0.400000 	0.000000
0.000000 	0.900000 	0.000000
0.100000 	0.400000 	0.000000
0.100000 	0.900000 	0.000000
0.200000 	0.400000 	0.000000
0.200000 	0.900000 	0.000000
0.300000 	0.400000 	0.000000
0.300000 	0.900000 	0.000000
0.400000 	0.400000 	0.000000
0.400000 	0.900000 	0.000000
0.500000 	0.400000 	0.000000
0.500000 	0.900000 	0.000000
0.600000 	0.400000 	0.000000
0.600000 	0.900000 	0.000000
0.700000 	0.400000 	0.000000
0.700000 	0.900000 	0.000000
0.800000 	0.400000 	0.000000
0.800000 	0.900000 	0.000000
0.900000 	0.400000 	0.000000
0.900000 	0.900000 	0.000000
0.033333 	0.033334 	0.166667
0.033333 	0.533334 	0.166667
0.133333 	0.033334 	0.166667
0.133333 	0.533334 	0.166667
0.233333 	0.033333 	0.166667
0.233333 	0.533334 	0.166667
0.333333 	0.033333 	0.166667
0.333333 	0.533334 	0.166667
0.433333 	0.033334 	0.166667
0.433333 	0.533334 	0.166667
0.533333 	0.033334 	0.166667
0.533333 	0.533333 	0.166667
0.633333 	0.033334 	0.166667
0.633333 	0.533334 	0.166667
0.733333 	0.033333 	0.166667
0.733333 	0.533333 	0.166667
0.833333 	0.033333 	0.166667
0.833333 	0.533334 	0.166667
0.933333 	0.033333 	0.166667
0.933333 	0.533334 	0.166667
0.033333 	0.133333 	0.166667
0.033333 	0.633333 	0.166667
0.133333 	0.133333 	0.166667
0.133333 	0.633333 	0.166667
0.233333 	0.133333 	0.166667
0.233333 	0.633333 	0.166667
0.333333 	0.133333 	0.166667
0.333333 	0.633333 	0.166667
0.433333 	0.133334 	0.166667
0.433333 	0.633334 	0.166667
0.533333 	0.133333 	0.166667
0.533333 	0.633333 	0.166667
0.633333 	0.133333 	0.166667
